Site (Name or ID),LATITUDE,LONGITUDE
23082S,-23.886983,152.4275
23082S,-23.886983,152.4275
23082S,-23.886983,152.4275
23082S,-23.890883,152.430167
23082S,-23.890883,152.430167
23082S,-23.890883,152.430167
23082S,-23.890883,152.430167
23082S,-23.8835,152.419783
23082S,-23.8835,152.419783
23082S,-23.8835,152.419783
23082S,-23.8835,152.419783
23082S,-23.886983,152.4275
23082S,-23.886983,152.4275
23082S,-23.886983,152.4275
23082S,-23.886983,152.4275
23082S,-23.890883,152.430167
23082S,-23.890883,152.430167
23082S,-23.890883,152.430167
23082S,-23.890883,152.430167
23082S,-23.8835,152.419783
23082S,-23.8835,152.419783
23082S,-23.8835,152.419783
23082S,-23.8835,152.419783
23082S,-23.886983,152.4275
23082S,-23.886983,152.4275
23082S,-23.886983,152.4275
23082S,-23.886983,152.4275
23082S,-23.890883,152.430167
23082S,-23.890883,152.430167
23082S,-23.890883,152.430167
23082S,-23.890883,152.430167
23082S,-23.8835,152.419783
23082S,-23.8835,152.419783
23082S,-23.8835,152.419783
23082S,-23.8835,152.419783
23082S,-23.886983,152.4275
23082S,-23.886983,152.4275
23082S,-23.886983,152.4275
23082S,-23.886983,152.4275
23082S,-23.890883,152.430167
23082S,-23.890883,152.430167
23082S,-23.890883,152.430167
23082S,-23.890883,152.430167
23082S,-23.8835,152.419783
23082S,-23.8835,152.419783
23082S,-23.8835,152.419783
23082S,-23.8835,152.419783
23082S,-23.886983,152.4275
23082S,-23.886983,152.4275
23082S,-23.886983,152.4275
23082S,-23.886983,152.4275
23082S,-23.890883,152.430167
23082S,-23.890883,152.430167
23082S,-23.890883,152.430167
23082S,-23.890883,152.430167
23082S,-23.8835,152.419783
23082S,-23.8835,152.419783
23082S,-23.8835,152.419783
23082S,-23.8835,152.419783
23082S,-23.886983,152.4275
23082S,-23.886983,152.4275
23082S,-23.886983,152.4275
23082S,-23.886983,152.4275
23082S,-23.890883,152.430167
23082S,-23.890883,152.430167
23082S,-23.890883,152.430167
23082S,-23.890883,152.430167
23082S,-23.8835,152.419783
23082S,-23.8835,152.419783
23082S,-23.8835,152.419783
23082S,-23.8835,152.419783
23082S,-23.886983,152.4275
23082S,-23.886983,152.4275
23082S,-23.886983,152.4275
23082S,-23.886983,152.4275
23082S,-23.890883,152.430167
23082S,-23.890883,152.430167
23082S,-23.890883,152.430167
23082S,-23.890883,152.430167
23082S,-23.8835,152.419783
23082S,-23.8835,152.419783
23082S,-23.8835,152.419783
23082S,-23.8835,152.419783
23082S,-23.886983,152.4275
23082S,-23.886983,152.4275
23082S,-23.886983,152.4275
23082S,-23.886983,152.4275
23082S,-23.890883,152.430167
23082S,-23.890883,152.430167
23082S,-23.890883,152.430167
23082S,-23.890883,152.430167
11016S,-11.019933,143.25005
11016S,-11.019933,143.25005
11016S,-11.019933,143.25005
11016S,-11.019933,143.25005
11016S,-11.0214,143.253967
11016S,-11.0214,143.253967
11016S,-11.0214,143.253967
11016S,-11.0214,143.253967
11016S,-11.023533,143.257867
11016S,-11.023533,143.257867
11016S,-11.023533,143.257867
11016S,-11.023533,143.257867
11016S,-11.019933,143.25005
11016S,-11.019933,143.25005
11016S,-11.019933,143.25005
11016S,-11.019933,143.25005
11016S,-11.0214,143.253967
11016S,-11.0214,143.253967
11016S,-11.0214,143.253967
11016S,-11.0214,143.253967
11016S,-11.023533,143.257867
11016S,-11.023533,143.257867
11016S,-11.023533,143.257867
11016S,-11.023533,143.257867
11016S,-11.019933,143.25005
11016S,-11.019933,143.25005
11016S,-11.019933,143.25005
11016S,-11.019933,143.25005
11016S,-11.0214,143.253967
11016S,-11.0214,143.253967
11016S,-11.0214,143.253967
11016S,-11.0214,143.253967
11016S,-11.023533,143.257867
11016S,-11.023533,143.257867
11016S,-11.023533,143.257867
11016S,-11.023533,143.257867
11016S,-11.019933,143.25005
11016S,-11.019933,143.25005
11016S,-11.019933,143.25005
11016S,-11.019933,143.25005
11016S,-11.0214,143.253967
11016S,-11.0214,143.253967
11016S,-11.0214,143.253967
11016S,-11.0214,143.253967
11016S,-11.023533,143.257867
11016S,-11.023533,143.257867
11016S,-11.023533,143.257867
11016S,-11.023533,143.257867
11029S,-11.126433,143.261483
11029S,-11.126433,143.261483
11029S,-11.126433,143.261483
11029S,-11.126433,143.261483
11029S,-11.127283,143.264683
11029S,-11.127283,143.264683
11029S,-11.127283,143.264683
11029S,-11.127283,143.264683
11029S,-11.129267,143.267667
11029S,-11.129267,143.267667
11029S,-11.129267,143.267667
11029S,-11.129267,143.267667
11029S,-11.126433,143.261483
11029S,-11.126433,143.261483
11029S,-11.126433,143.261483
11029S,-11.126433,143.261483
11029S,-11.127283,143.264683
11029S,-11.127283,143.264683
11029S,-11.127283,143.264683
11029S,-11.127283,143.264683
11029S,-11.129267,143.267667
11029S,-11.129267,143.267667
11029S,-11.129267,143.267667
11029S,-11.129267,143.267667
11029S,-11.126433,143.261483
11029S,-11.126433,143.261483
11029S,-11.126433,143.261483
11029S,-11.126433,143.261483
11029S,-11.127283,143.264683
11029S,-11.127283,143.264683
11029S,-11.127283,143.264683
11029S,-11.127283,143.264683
11029S,-11.129267,143.267667
11029S,-11.129267,143.267667
11029S,-11.129267,143.267667
11029S,-11.129267,143.267667
11029S,-11.126433,143.261483
11029S,-11.126433,143.261483
11029S,-11.126433,143.261483
11029S,-11.126433,143.261483
11029S,-11.127283,143.264683
11029S,-11.127283,143.264683
11029S,-11.127283,143.264683
11029S,-11.127283,143.264683
11029S,-11.129267,143.267667
11029S,-11.129267,143.267667
11029S,-11.129267,143.267667
11029S,-11.129267,143.267667
11049S,-11.354533,143.33275
11049S,-11.354533,143.33275
11049S,-11.354533,143.33275
11049S,-11.354533,143.33275
11049S,-11.3557,143.335783
11049S,-11.3557,143.335783
11049S,-11.3557,143.335783
11049S,-11.3557,143.335783
11049S,-11.35715,143.339067
11049S,-11.35715,143.339067
11049S,-11.35715,143.339067
11049S,-11.35715,143.339067
11049S,-11.354533,143.33275
11049S,-11.354533,143.33275
11049S,-11.354533,143.33275
11049S,-11.354533,143.33275
11049S,-11.3557,143.335783
11049S,-11.3557,143.335783
11049S,-11.3557,143.335783
11049S,-11.3557,143.335783
11049S,-11.35715,143.339067
11049S,-11.35715,143.339067
11049S,-11.35715,143.339067
11049S,-11.35715,143.339067
11049S,-11.354533,143.33275
11049S,-11.354533,143.33275
11049S,-11.354533,143.33275
11049S,-11.354533,143.33275
11049S,-11.3557,143.335783
11049S,-11.3557,143.335783
11049S,-11.3557,143.335783
11049S,-11.3557,143.335783
11049S,-11.35715,143.339067
11049S,-11.35715,143.339067
11049S,-11.35715,143.339067
11049S,-11.35715,143.339067
11049S,-11.354533,143.33275
11049S,-11.354533,143.33275
11049S,-11.354533,143.33275
11049S,-11.354533,143.33275
11049S,-11.3557,143.335783
11049S,-11.3557,143.335783
11049S,-11.3557,143.335783
11049S,-11.3557,143.335783
11049S,-11.35715,143.339067
11049S,-11.35715,143.339067
11049S,-11.35715,143.339067
11049S,-11.35715,143.339067
11049S,-11.354533,143.33275
11049S,-11.354533,143.33275
11049S,-11.354533,143.33275
11049S,-11.354533,143.33275
11049S,-11.3557,143.335783
11049S,-11.3557,143.335783
11049S,-11.3557,143.335783
11049S,-11.3557,143.335783
11049S,-11.35715,143.339067
11049S,-11.35715,143.339067
11049S,-11.35715,143.339067
11049S,-11.35715,143.339067
11162S,-11.597567,143.293967
11162S,-11.597567,143.293967
11162S,-11.597567,143.293967
11162S,-11.597567,143.293967
11162S,-11.5989,143.298
11162S,-11.5989,143.298
11162S,-11.5989,143.298
11162S,-11.5989,143.298
11162S,-11.60075,143.301267
11162S,-11.60075,143.301267
11162S,-11.60075,143.301267
11162S,-11.60075,143.301267
11162S,-11.597567,143.293967
11162S,-11.597567,143.293967
11162S,-11.597567,143.293967
11162S,-11.597567,143.293967
11162S,-11.5989,143.298
11162S,-11.5989,143.298
11162S,-11.5989,143.298
11162S,-11.5989,143.298
11162S,-11.60075,143.301267
11162S,-11.60075,143.301267
11162S,-11.60075,143.301267
11162S,-11.60075,143.301267
11162S,-11.597567,143.293967
11162S,-11.597567,143.293967
11162S,-11.597567,143.293967
11162S,-11.597567,143.293967
11162S,-11.5989,143.298
11162S,-11.5989,143.298
11162S,-11.5989,143.298
11162S,-11.5989,143.298
11162S,-11.60075,143.301267
11162S,-11.60075,143.301267
11162S,-11.60075,143.301267
11162S,-11.60075,143.301267
11162S,-11.597567,143.293967
11162S,-11.597567,143.293967
11162S,-11.597567,143.293967
11162S,-11.597567,143.293967
11162S,-11.5989,143.298
11162S,-11.5989,143.298
11162S,-11.5989,143.298
11162S,-11.5989,143.298
11162S,-11.60075,143.301267
11162S,-11.60075,143.301267
11162S,-11.60075,143.301267
11162S,-11.60075,143.301267
12056S,-12.338017,143.8593
12056S,-12.338017,143.8593
12056S,-12.338017,143.8593
12056S,-12.338017,143.8593
12056S,-12.336983,143.856
12056S,-12.336983,143.856
12056S,-12.336983,143.856
12056S,-12.336983,143.856
12056S,-12.327883,143.853767
12056S,-12.327883,143.853767
12056S,-12.327883,143.853767
12056S,-12.327883,143.853767
12056S,-12.338017,143.8593
12056S,-12.338017,143.8593
12056S,-12.338017,143.8593
12056S,-12.338017,143.8593
12056S,-12.336983,143.856
12056S,-12.336983,143.856
12056S,-12.336983,143.856
12056S,-12.336983,143.856
12056S,-12.327883,143.853767
12056S,-12.327883,143.853767
12056S,-12.327883,143.853767
12056S,-12.327883,143.853767
12056S,-12.338017,143.8593
12056S,-12.338017,143.8593
12056S,-12.338017,143.8593
12056S,-12.338017,143.8593
12056S,-12.336983,143.856
12056S,-12.336983,143.856
12056S,-12.336983,143.856
12056S,-12.336983,143.856
12056S,-12.327883,143.853767
12056S,-12.327883,143.853767
12056S,-12.327883,143.853767
12056S,-12.327883,143.853767
12056S,-12.338017,143.8593
12056S,-12.338017,143.8593
12056S,-12.338017,143.8593
12056S,-12.338017,143.8593
12056S,-12.336983,143.856
12056S,-12.336983,143.856
12056S,-12.336983,143.856
12056S,-12.336983,143.856
12056S,-12.327883,143.853767
12056S,-12.327883,143.853767
12056S,-12.327883,143.853767
12056S,-12.327883,143.853767
12056S,-12.338017,143.8593
12056S,-12.338017,143.8593
12056S,-12.338017,143.8593
12056S,-12.338017,143.8593
12056S,-12.336983,143.856
12056S,-12.336983,143.856
12056S,-12.336983,143.856
12056S,-12.336983,143.856
12056S,-12.327883,143.853767
12056S,-12.327883,143.853767
12056S,-12.327883,143.853767
12056S,-12.327883,143.853767
12061S,-12.398283,143.751883
12061S,-12.398283,143.751883
12061S,-12.398283,143.751883
12061S,-12.398283,143.751883
12061S,-12.397183,143.747
12061S,-12.397183,143.747
12061S,-12.397183,143.747
12061S,-12.397183,143.747
12061S,-12.395233,143.743533
12061S,-12.395233,143.743533
12061S,-12.395233,143.743533
12061S,-12.395233,143.743533
12061S,-12.398283,143.751883
12061S,-12.398283,143.751883
12061S,-12.398283,143.751883
12061S,-12.398283,143.751883
12061S,-12.397183,143.747
12061S,-12.397183,143.747
12061S,-12.397183,143.747
12061S,-12.397183,143.747
12061S,-12.395233,143.743533
12061S,-12.395233,143.743533
12061S,-12.395233,143.743533
12061S,-12.395233,143.743533
12061S,-12.398283,143.751883
12061S,-12.398283,143.751883
12061S,-12.398283,143.751883
12061S,-12.398283,143.751883
12061S,-12.397183,143.747
12061S,-12.397183,143.747
12061S,-12.397183,143.747
12061S,-12.397183,143.747
12061S,-12.395233,143.743533
12061S,-12.395233,143.743533
12061S,-12.395233,143.743533
12061S,-12.395233,143.743533
12061S,-12.398283,143.751883
12061S,-12.398283,143.751883
12061S,-12.398283,143.751883
12061S,-12.398283,143.751883
12061S,-12.397183,143.747
12061S,-12.397183,143.747
12061S,-12.397183,143.747
12061S,-12.397183,143.747
12061S,-12.395233,143.743533
12061S,-12.395233,143.743533
12061S,-12.395233,143.743533
12061S,-12.395233,143.743533
12061S,-12.398283,143.751883
12061S,-12.398283,143.751883
12061S,-12.398283,143.751883
12061S,-12.398283,143.751883
12061S,-12.397183,143.747
12061S,-12.397183,143.747
12061S,-12.397183,143.747
12061S,-12.397183,143.747
12061S,-12.395233,143.743533
12061S,-12.395233,143.743533
12061S,-12.395233,143.743533
12061S,-12.395233,143.743533
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.7553,145.372233
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.759433,145.376433
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14123S,-14.76455,145.375267
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.788833,145.3535
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.79255,145.3514
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
14126S,-14.785167,145.355167
