survey_title,HC,OT,A,AB,SC,SP,date.(UTC),year,reef,reef_pooled,site,habitat,zone,site_latitude,site_longitude,plot,cluster,survey_id,site_id,date
ONMO_BA1S_P1_202210_42,21.71428571,0.571428571,53.47619048,2.714285714,21.0952381,0.428571429,2022-10-01T10:00:00+0000,2022,ONMO,ONMO,BA1,BA,S,-16.86897244,146.213943,1,ON,85032,17891,202210
ONMO_BA1S_P1_202310_42,24.94736842,0.526315789,55.47368421,1.315789474,16.68421053,1.052631579,2023-10-01T10:00:00+0000,2023,ONMO,ONMO,BA1,BA,S,-16.86897244,146.213943,1,ON,86566,17891,202310
ONMO_BA1S_P2_202110_42,29.79487179,1.230769231,47.69230769,1.794871795,18.61538462,0.871794872,2021-10-01T10:00:00+0000,2021,ONMO,ONMO,BA1,BA,S,-16.86897244,146.213943,2,ON,84267,17891,202110
ONMO_BA1S_P2_202210_42,19.73684211,0.263157895,46.21052632,0.894736842,32.52631579,0.368421053,2022-10-01T10:00:00+0000,2022,ONMO,ONMO,BA1,BA,S,-16.86897244,146.213943,2,ON,85033,17891,202210
ONMO_BA1S_P2_202310_42,23.63157895,0.157894737,40.73684211,0.842105263,34.26315789,0.368421053,2023-10-01T10:00:00+0000,2023,ONMO,ONMO,BA1,BA,S,-16.86897244,146.213943,2,ON,86567,17891,202310
ONMO_BA1S_P3_202110_42,29.04761905,0.333333333,49.80952381,1.333333333,18.61904762,0.857142857,2021-10-01T10:00:00+0000,2021,ONMO,ONMO,BA1,BA,S,-16.86897244,146.213943,3,ON,84268,17891,202110
ONMO_BA1S_P3_202210_42,28.04761905,0.571428571,48.66666667,2.142857143,20.28571429,0.285714286,2022-10-01T10:00:00+0000,2022,ONMO,ONMO,BA1,BA,S,-16.86897244,146.213943,3,ON,85034,17891,202210
ONMO_BA1S_P3_202310_42,20.57894737,0.473684211,55.10526316,3.368421053,19.94736842,0.526315789,2023-10-01T10:00:00+0000,2023,ONMO,ONMO,BA1,BA,S,-16.86897244,146.213943,3,ON,86568,17891,202310
ONMO_BA1S_P4_202110_42,28.85714286,0.285714286,57.33333333,0.761904762,11.57142857,1.19047619,2021-10-01T10:00:00+0000,2021,ONMO,ONMO,BA1,BA,S,-16.86897244,146.213943,4,ON,84269,17891,202110
ONMO_BA1S_P4_202210_42,26.48780488,0.585365854,54.04878049,0.487804878,18.04878049,0.341463415,2022-10-01T10:00:00+0000,2022,ONMO,ONMO,BA1,BA,S,-16.86897244,146.213943,4,ON,85035,17891,202210
ONMO_BA1S_P4_202310_42,20.63414634,0.390243902,58.97560976,1.073170732,18.24390244,0.682926829,2023-10-01T10:00:00+0000,2023,ONMO,ONMO,BA1,BA,S,-16.86897244,146.213943,4,ON,86569,17891,202310
ONMO_BA2D_P1_202110_42,12.28571429,0.619047619,77.52380952,4.0,5.19047619,0.380952381,2021-10-01T10:00:00+0000,2021,ONMO,ONMO,BA2,BA,D,-16.86897244,146.213943,1,ON,84270,17891,202110
ONMO_BA2D_P1_202210_42,8.095238095,0.380952381,83.38095238,1.333333333,6.523809524,0.285714286,2022-10-01T10:00:00+0000,2022,ONMO,ONMO,BA2,BA,D,-16.86897244,146.213943,1,ON,85036,17891,202210
ONMO_BA2D_P1_202310_42,11.5,0.5,80.1,3.8,3.75,0.35,2023-10-01T10:00:00+0000,2023,ONMO,ONMO,BA2,BA,D,-16.86897244,146.213943,1,ON,86570,17891,202310
ONMO_BA2D_P2_202110_42,23.95,0.7,65.7,2.8,6.4,0.45,2021-10-01T10:00:00+0000,2021,ONMO,ONMO,BA2,BA,D,-16.86897244,146.213943,2,ON,84271,17891,202110
ONMO_BA2D_P2_202210_42,18.04761905,0.19047619,69.0,5.523809524,6.714285714,0.523809524,2022-10-01T10:00:00+0000,2022,ONMO,ONMO,BA2,BA,D,-16.86897244,146.213943,2,ON,85037,17891,202210
ONMO_BA2D_P2_202310_42,17.2195122,0.195121951,69.31707317,1.707317073,10.92682927,0.634146341,2023-10-01T10:00:00+0000,2023,ONMO,ONMO,BA2,BA,D,-16.86897244,146.213943,2,ON,86571,17891,202310
ONMO_BA2D_P3_202110_42,8.0,0.238095238,77.28571429,9.380952381,4.714285714,0.380952381,2021-10-01T10:00:00+0000,2021,ONMO,ONMO,BA2,BA,D,-16.86897244,146.213943,3,ON,84272,17891,202110
ONMO_BA2D_P3_202210_42,5.19047619,0.142857143,81.19047619,10.23809524,3.19047619,0.047619048,2022-10-01T10:00:00+0000,2022,ONMO,ONMO,BA2,BA,D,-16.86897244,146.213943,3,ON,85038,17891,202210
ONMO_BA2D_P3_202310_42,6.19047619,0.095238095,83.42857143,6.285714286,3.857142857,0.142857143,2023-10-01T10:00:00+0000,2023,ONMO,ONMO,BA2,BA,D,-16.86897244,146.213943,3,ON,86572,17891,202310
ONMO_BA2D_P4_202110_42,4.682926829,0.341463415,76.09756098,14.87804878,3.707317073,0.292682927,2021-10-01T10:00:00+0000,2021,ONMO,ONMO,BA2,BA,D,-16.86897244,146.213943,4,ON,84273,17891,202110
ONMO_BA2D_P4_202210_42,5.666666667,0.380952381,85.04761905,5.761904762,2.619047619,0.523809524,2022-10-01T10:00:00+0000,2022,ONMO,ONMO,BA2,BA,D,-16.86897244,146.213943,4,ON,85039,17891,202210
ONMO_BA2D_P4_202310_42,5.19047619,0.095238095,83.38095238,8.238095238,2.952380952,0.142857143,2023-10-01T10:00:00+0000,2023,ONMO,ONMO,BA2,BA,D,-16.86897244,146.213943,4,ON,86573,17891,202310
ONMO_BA2S_P1_202110_42,34.85714286,0.428571429,51.38095238,1.238095238,11.23809524,0.857142857,2021-10-01T10:00:00+0000,2021,ONMO,ONMO,BA2,BA,S,-16.86897244,146.213943,1,ON,84274,17891,202110
ONMO_BA2S_P1_202210_42,31.75609756,0.43902439,49.31707317,1.268292683,16.87804878,0.341463415,2022-10-01T10:00:00+0000,2022,ONMO,ONMO,BA2,BA,S,-16.86897244,146.213943,1,ON,85040,17891,202210
ONMO_BA2S_P1_202310_42,28.43243243,0.756756757,55.02702703,2.486486486,12.7027027,0.594594595,2023-10-01T10:00:00+0000,2023,ONMO,ONMO,BA2,BA,S,-16.86897244,146.213943,1,ON,86574,17891,202310
ONMO_BA2S_P2_202110_42,36.42857143,0.714285714,50.9047619,0.952380952,10.57142857,0.428571429,2021-10-01T10:00:00+0000,2021,ONMO,ONMO,BA2,BA,S,-16.86897244,146.213943,2,ON,84275,17891,202110
ONMO_BA2S_P2_202210_42,34.41025641,0.256410256,52.20512821,0.820512821,11.84615385,0.461538462,2022-10-01T10:00:00+0000,2022,ONMO,ONMO,BA2,BA,S,-16.86897244,146.213943,2,ON,85041,17891,202210
ONMO_BA2S_P2_202310_42,23.47619048,0.619047619,58.80952381,1.666666667,15.0952381,0.333333333,2023-10-01T10:00:00+0000,2023,ONMO,ONMO,BA2,BA,S,-16.86897244,146.213943,2,ON,86575,17891,202310
ONMO_BA2S_P3_202110_42,32.14285714,0.952380952,51.47619048,1.095238095,13.95238095,0.380952381,2021-10-01T10:00:00+0000,2021,ONMO,ONMO,BA2,BA,S,-16.86897244,146.213943,3,ON,84276,17891,202110
ONMO_BA2S_P3_202210_42,25.66666667,1.428571429,57.42857143,1.0,14.28571429,0.19047619,2022-10-01T10:00:00+0000,2022,ONMO,ONMO,BA2,BA,S,-16.86897244,146.213943,3,ON,85042,17891,202210
ONMO_BA2S_P3_202310_42,24.31578947,1.473684211,54.42105263,1.631578947,17.73684211,0.421052632,2023-10-01T10:00:00+0000,2023,ONMO,ONMO,BA2,BA,S,-16.86897244,146.213943,3,ON,86576,17891,202310
ONMO_BA2S_P4_202110_42,26.65,0.8,57.75,2.4,11.95,0.45,2021-10-01T10:00:00+0000,2021,ONMO,ONMO,BA2,BA,S,-16.86897244,146.213943,4,ON,84277,17891,202110
ONMO_BA2S_P4_202210_42,25.28571429,0.523809524,58.14285714,1.0,14.85714286,0.19047619,2022-10-01T10:00:00+0000,2022,ONMO,ONMO,BA2,BA,S,-16.86897244,146.213943,4,ON,85043,17891,202210
ONMO_BA2S_P4_202310_42,22.33333333,0.571428571,62.19047619,1.952380952,12.80952381,0.142857143,2023-10-01T10:00:00+0000,2023,ONMO,ONMO,BA2,BA,S,-16.86897244,146.213943,4,ON,86577,17891,202310
ONMO_FL1D_P1_202110_42,15.9047619,0.476190476,65.71428571,1.0,16.19047619,0.714285714,2021-10-01T10:00:00+0000,2021,ONMO,ONMO,FL1,FL,D,-16.86897244,146.213943,1,ON,84278,17891,202110
ONMO_FL1D_P1_202302_42,19.31707317,0.390243902,62.0,1.365853659,16.14634146,0.780487805,2023-02-01T10:00:00+0000,2023,ONMO,ONMO,FL1,FL,D,-16.86897244,146.213943,1,ON,86578,17891,202302
ONMO_FL1D_P1_202310_42,18.97560976,1.512195122,65.31707317,1.658536585,11.95121951,0.585365854,2023-10-01T10:00:00+0000,2023,ONMO,ONMO,FL1,FL,D,-16.86897244,146.213943,1,ON,86579,17891,202310
ONMO_FL1D_P2_202110_42,15.82857143,1.885714286,74.68571429,0.8,5.714285714,1.085714286,2021-10-01T10:00:00+0000,2021,ONMO,ONMO,FL1,FL,D,-16.86897244,146.213943,2,ON,84279,17891,202110
ONMO_FL1D_P2_202310_42,20.23809524,1.476190476,68.04761905,0.904761905,8.571428571,0.761904762,2023-10-01T10:00:00+0000,2023,ONMO,ONMO,FL1,FL,D,-16.86897244,146.213943,2,ON,86580,17891,202310
ONMO_FL1D_P3_202110_42,17.2195122,0.487804878,64.68292683,3.756097561,13.07317073,0.780487805,2021-10-01T10:00:00+0000,2021,ONMO,ONMO,FL1,FL,D,-16.86897244,146.213943,3,ON,84280,17891,202110
ONMO_FL1D_P3_202310_42,21.6097561,0.780487805,62.09756098,2.097560976,12.3902439,1.024390244,2023-10-01T10:00:00+0000,2023,ONMO,ONMO,FL1,FL,D,-16.86897244,146.213943,3,ON,86581,17891,202310
ONMO_FL1D_P4_202110_42,16.61538462,0.666666667,71.23076923,1.435897436,8.923076923,1.128205128,2021-10-01T10:00:00+0000,2021,ONMO,ONMO,FL1,FL,D,-16.86897244,146.213943,4,ON,84281,17891,202110
ONMO_FL1D_P4_202302_42,21.66666667,0.333333333,65.80952381,2.333333333,9.0,0.857142857,2023-02-01T10:00:00+0000,2023,ONMO,ONMO,FL1,FL,D,-16.86897244,146.213943,4,ON,86582,17891,202302
ONMO_FL1D_P4_202310_42,19.80952381,0.333333333,68.0,0.285714286,10.76190476,0.80952381,2023-10-01T10:00:00+0000,2023,ONMO,ONMO,FL1,FL,D,-16.86897244,146.213943,4,ON,86583,17891,202310
ONMO_FL1S_P1_202110_42,20.38095238,0.571428571,67.61904762,1.095238095,9.523809524,0.80952381,2021-10-01T10:00:00+0000,2021,ONMO,ONMO,FL1,FL,S,-16.86897244,146.213943,1,ON,84282,17891,202110
ONMO_FL1S_P1_202302_42,28.30769231,0.923076923,55.64102564,3.58974359,10.92307692,0.615384615,2023-02-01T10:00:00+0000,2023,ONMO,ONMO,FL1,FL,S,-16.86897244,146.213943,1,ON,86584,17891,202302
ONMO_FL1S_P1_202310_42,27.14285714,0.666666667,56.42857143,2.047619048,12.38095238,1.333333333,2023-10-01T10:00:00+0000,2023,ONMO,ONMO,FL1,FL,S,-16.86897244,146.213943,1,ON,86585,17891,202310
ONMO_FL1S_P2_202110_42,29.9047619,1.095238095,52.66666667,1.80952381,13.71428571,0.80952381,2021-10-01T10:00:00+0000,2021,ONMO,ONMO,FL1,FL,S,-16.86897244,146.213943,2,ON,84283,17891,202110
ONMO_FL1S_P2_202302_42,32.90322581,1.290322581,39.29032258,6.64516129,19.41935484,0.451612903,2023-02-01T10:00:00+0000,2023,ONMO,ONMO,FL1,FL,S,-16.86897244,146.213943,2,ON,86586,17891,202302
ONMO_FL1S_P2_202310_42,33.04761905,0.285714286,49.28571429,0.857142857,15.85714286,0.666666667,2023-10-01T10:00:00+0000,2023,ONMO,ONMO,FL1,FL,S,-16.86897244,146.213943,2,ON,86587,17891,202310
ONMO_FL1S_P3_202110_42,27.90243902,0.682926829,59.95121951,2.195121951,8.682926829,0.585365854,2021-10-01T10:00:00+0000,2021,ONMO,ONMO,FL1,FL,S,-16.86897244,146.213943,3,ON,84284,17891,202110
ONMO_FL1S_P3_202302_42,30.85714286,1.19047619,55.47619048,1.380952381,10.9047619,0.19047619,2023-02-01T10:00:00+0000,2023,ONMO,ONMO,FL1,FL,S,-16.86897244,146.213943,3,ON,86588,17891,202302
ONMO_FL1S_P3_202310_42,22.66666667,0.619047619,54.57142857,1.285714286,20.42857143,0.428571429,2023-10-01T10:00:00+0000,2023,ONMO,ONMO,FL1,FL,S,-16.86897244,146.213943,3,ON,86589,17891,202310
ONMO_FL1S_P4_202110_42,33.80487805,0.682926829,53.95121951,1.12195122,10.09756098,0.341463415,2021-10-01T10:00:00+0000,2021,ONMO,ONMO,FL1,FL,S,-16.86897244,146.213943,4,ON,84285,17891,202110
ONMO_FL1S_P4_202302_42,37.23076923,0.512820513,42.51282051,4.102564103,15.38461538,0.256410256,2023-02-01T10:00:00+0000,2023,ONMO,ONMO,FL1,FL,S,-16.86897244,146.213943,4,ON,86590,17891,202302
ONMO_FL1S_P4_202310_42,39.38095238,0.19047619,47.71428571,1.333333333,11.0952381,0.285714286,2023-10-01T10:00:00+0000,2023,ONMO,ONMO,FL1,FL,S,-16.86897244,146.213943,4,ON,86591,17891,202310
ONMO_FR1D_P1_202110_42,8.666666667,0.285714286,85.61904762,1.428571429,3.19047619,0.80952381,2021-10-01T10:00:00+0000,2021,ONMO,ONMO,FR1,FR,D,-16.86897244,146.213943,1,ON,84286,17891,202110
ONMO_FR1D_P1_202210_42,12.61904762,0.047619048,80.57142857,0.19047619,5.714285714,0.857142857,2022-10-01T10:00:00+0000,2022,ONMO,ONMO,FR1,FR,D,-16.86897244,146.213943,1,ON,85044,17891,202210
ONMO_FR1D_P1_202310_42,13.19047619,0.333333333,77.47619048,0.904761905,7.19047619,0.904761905,2023-10-01T10:00:00+0000,2023,ONMO,ONMO,FR1,FR,D,-16.86897244,146.213943,1,ON,86592,17891,202310
ONMO_FR1D_P2_202110_42,12.14285714,0.047619048,79.04761905,1.0,6.523809524,1.238095238,2021-10-01T10:00:00+0000,2021,ONMO,ONMO,FR1,FR,D,-16.86897244,146.213943,2,ON,84287,17891,202110
ONMO_FR1D_P2_202210_42,14.04878049,0.195121951,76.29268293,0.829268293,7.073170732,1.56097561,2022-10-01T10:00:00+0000,2022,ONMO,ONMO,FR1,FR,D,-16.86897244,146.213943,2,ON,85045,17891,202210
ONMO_FR1D_P2_202310_42,15.38095238,0.619047619,74.0,0.142857143,8.285714286,1.571428571,2023-10-01T10:00:00+0000,2023,ONMO,ONMO,FR1,FR,D,-16.86897244,146.213943,2,ON,86593,17891,202310
ONMO_FR1D_P3_202110_42,10.61904762,0.523809524,79.23809524,0.952380952,7.142857143,1.523809524,2021-10-01T10:00:00+0000,2021,ONMO,ONMO,FR1,FR,D,-16.86897244,146.213943,3,ON,84288,17891,202110
ONMO_FR1D_P3_202210_42,12.95238095,0.476190476,77.9047619,0.476190476,7.238095238,0.952380952,2022-10-01T10:00:00+0000,2022,ONMO,ONMO,FR1,FR,D,-16.86897244,146.213943,3,ON,85046,17891,202210
ONMO_FR1D_P3_202310_42,13.85714286,0.285714286,76.14285714,0.80952381,6.476190476,2.428571429,2023-10-01T10:00:00+0000,2023,ONMO,ONMO,FR1,FR,D,-16.86897244,146.213943,3,ON,86594,17891,202310
ONMO_FR1D_P4_202110_42,9.837837838,0.162162162,82.59459459,1.351351351,5.297297297,0.756756757,2021-10-01T10:00:00+0000,2021,ONMO,ONMO,FR1,FR,D,-16.86897244,146.213943,4,ON,84289,17891,202110
ONMO_FR1D_P4_202210_42,16.19047619,0.285714286,73.0,0.80952381,8.80952381,0.904761905,2022-10-01T10:00:00+0000,2022,ONMO,ONMO,FR1,FR,D,-16.86897244,146.213943,4,ON,85047,17891,202210
ONMO_FR1D_P4_202310_42,16.42857143,0.238095238,75.33333333,0.619047619,6.380952381,1.0,2023-10-01T10:00:00+0000,2023,ONMO,ONMO,FR1,FR,D,-16.86897244,146.213943,4,ON,86595,17891,202310
ONMO_FR1S_P1_202110_42,16.65,0.4,74.1,0.85,7.7,0.3,2021-10-01T10:00:00+0000,2021,ONMO,ONMO,FR1,FR,S,-16.86897244,146.213943,1,ON,84290,17891,202110
ONMO_FR1S_P1_202210_42,18.51428571,0.8,66.68571429,1.085714286,12.28571429,0.628571429,2022-10-01T10:00:00+0000,2022,ONMO,ONMO,FR1,FR,S,-16.86897244,146.213943,1,ON,85048,17891,202210
ONMO_FR1S_P1_202310_42,18.85714286,0.476190476,68.14285714,1.0,10.71428571,0.80952381,2023-10-01T10:00:00+0000,2023,ONMO,ONMO,FR1,FR,S,-16.86897244,146.213943,1,ON,86596,17891,202310
ONMO_FR1S_P2_202110_42,15.95238095,0.428571429,72.95238095,0.857142857,9.523809524,0.285714286,2021-10-01T10:00:00+0000,2021,ONMO,ONMO,FR1,FR,S,-16.86897244,146.213943,2,ON,84291,17891,202110
ONMO_FR1S_P2_202210_42,20.14634146,0.243902439,64.58536585,0.585365854,13.95121951,0.487804878,2022-10-01T10:00:00+0000,2022,ONMO,ONMO,FR1,FR,S,-16.86897244,146.213943,2,ON,85049,17891,202210
ONMO_FR1S_P2_202310_42,21.28571429,0.476190476,65.19047619,0.666666667,11.80952381,0.571428571,2023-10-01T10:00:00+0000,2023,ONMO,ONMO,FR1,FR,S,-16.86897244,146.213943,2,ON,86597,17891,202310
ONMO_FR1S_P3_202110_42,14.19047619,0.333333333,71.04761905,0.571428571,12.80952381,1.047619048,2021-10-01T10:00:00+0000,2021,ONMO,ONMO,FR1,FR,S,-16.86897244,146.213943,3,ON,84292,17891,202110
ONMO_FR1S_P3_202310_42,15.33333333,0.333333333,66.9047619,1.80952381,14.85714286,0.761904762,2023-10-01T10:00:00+0000,2023,ONMO,ONMO,FR1,FR,S,-16.86897244,146.213943,3,ON,86598,17891,202310
ONMO_FR1S_P4_202110_42,16.29268293,0.634146341,69.70731707,1.073170732,11.70731707,0.585365854,2021-10-01T10:00:00+0000,2021,ONMO,ONMO,FR1,FR,S,-16.86897244,146.213943,4,ON,84293,17891,202110
ONMO_FR1S_P4_202210_42,21.80487805,0.341463415,67.70731707,0.195121951,9.365853659,0.585365854,2022-10-01T10:00:00+0000,2022,ONMO,ONMO,FR1,FR,S,-16.86897244,146.213943,4,ON,85050,17891,202210
ONMO_FR1S_P4_202310_42,21.76190476,0.428571429,66.19047619,1.523809524,9.619047619,0.476190476,2023-10-01T10:00:00+0000,2023,ONMO,ONMO,FR1,FR,S,-16.86897244,146.213943,4,ON,86599,17891,202310
ONMO_FR2D_P1_202110_42,11.19047619,0.428571429,73.19047619,7.619047619,6.19047619,1.380952381,2021-10-01T10:00:00+0000,2021,ONMO,ONMO,FR2,FR,D,-16.86897244,146.213943,1,ON,84294,17891,202110
ONMO_FR2D_P1_202310_42,13.61904762,0.380952381,74.33333333,5.523809524,5.238095238,0.904761905,2023-10-01T10:00:00+0000,2023,ONMO,ONMO,FR2,FR,D,-16.86897244,146.213943,1,ON,86600,17891,202310
ONMO_FR2D_P2_202110_42,7.761904762,0.095238095,83.0,3.666666667,3.333333333,2.142857143,2021-10-01T10:00:00+0000,2021,ONMO,ONMO,FR2,FR,D,-16.86897244,146.213943,2,ON,84295,17891,202110
ONMO_FR2D_P2_202310_42,12.23809524,0.285714286,71.28571429,8.428571429,4.571428571,3.19047619,2023-10-01T10:00:00+0000,2023,ONMO,ONMO,FR2,FR,D,-16.86897244,146.213943,2,ON,86601,17891,202310
ONMO_FR2D_P3_202110_42,10.80952381,0.047619048,80.76190476,0.904761905,4.952380952,2.523809524,2021-10-01T10:00:00+0000,2021,ONMO,ONMO,FR2,FR,D,-16.86897244,146.213943,3,ON,84296,17891,202110
ONMO_FR2D_P3_202310_42,13.23809524,0.333333333,76.14285714,2.047619048,6.333333333,1.904761905,2023-10-01T10:00:00+0000,2023,ONMO,ONMO,FR2,FR,D,-16.86897244,146.213943,3,ON,86602,17891,202310
ONMO_FR2D_P4_202110_42,13.28571429,0.095238095,80.76190476,1.619047619,3.285714286,0.952380952,2021-10-01T10:00:00+0000,2021,ONMO,ONMO,FR2,FR,D,-16.86897244,146.213943,4,ON,84297,17891,202110
ONMO_FR2D_P4_202310_42,16.14285714,0.333333333,74.14285714,2.904761905,5.238095238,1.238095238,2023-10-01T10:00:00+0000,2023,ONMO,ONMO,FR2,FR,D,-16.86897244,146.213943,4,ON,86603,17891,202310
ONMO_FR2S_P1_202110_42,16.23809524,0.285714286,72.47619048,1.333333333,8.714285714,0.952380952,2021-10-01T10:00:00+0000,2021,ONMO,ONMO,FR2,FR,S,-16.86897244,146.213943,1,ON,84298,17891,202110
ONMO_FR2S_P1_202210_42,18.23809524,0.761904762,70.47619048,1.0,9.047619048,0.476190476,2022-10-01T10:00:00+0000,2022,ONMO,ONMO,FR2,FR,S,-16.86897244,146.213943,1,ON,85051,17891,202210
ONMO_FR2S_P1_202310_42,20.0952381,1.142857143,64.80952381,0.80952381,12.33333333,0.80952381,2023-10-01T10:00:00+0000,2023,ONMO,ONMO,FR2,FR,S,-16.86897244,146.213943,1,ON,86604,17891,202310
ONMO_FR2S_P2_202110_42,11.80952381,0.714285714,77.28571429,0.428571429,9.428571429,0.333333333,2021-10-01T10:00:00+0000,2021,ONMO,ONMO,FR2,FR,S,-16.86897244,146.213943,2,ON,84299,17891,202110
ONMO_FR2S_P2_202210_42,14.97560976,0.829268293,71.07317073,1.365853659,11.51219512,0.243902439,2022-10-01T10:00:00+0000,2022,ONMO,ONMO,FR2,FR,S,-16.86897244,146.213943,2,ON,85052,17891,202210
ONMO_FR2S_P2_202310_42,16.52380952,0.80952381,67.42857143,1.095238095,13.71428571,0.428571429,2023-10-01T10:00:00+0000,2023,ONMO,ONMO,FR2,FR,S,-16.86897244,146.213943,2,ON,86605,17891,202310
ONMO_FR2S_P3_202110_42,14.04761905,0.523809524,74.95238095,1.19047619,8.952380952,0.333333333,2021-10-01T10:00:00+0000,2021,ONMO,ONMO,FR2,FR,S,-16.86897244,146.213943,3,ON,84300,17891,202110
ONMO_FR2S_P3_202210_42,15.28571429,1.095238095,74.9047619,0.714285714,7.428571429,0.571428571,2022-10-01T10:00:00+0000,2022,ONMO,ONMO,FR2,FR,S,-16.86897244,146.213943,3,ON,85053,17891,202210
ONMO_FR2S_P3_202310_42,18.68292683,0.682926829,69.41463415,0.829268293,9.268292683,1.12195122,2023-10-01T10:00:00+0000,2023,ONMO,ONMO,FR2,FR,S,-16.86897244,146.213943,3,ON,86606,17891,202310
ONMO_FR2S_P4_202110_42,13.57142857,0.714285714,76.19047619,1.523809524,7.0,1.0,2021-10-01T10:00:00+0000,2021,ONMO,ONMO,FR2,FR,S,-16.86897244,146.213943,4,ON,84301,17891,202110
ONMO_FR2S_P4_202210_42,12.95238095,0.523809524,78.04761905,0.523809524,6.857142857,1.095238095,2022-10-01T10:00:00+0000,2022,ONMO,ONMO,FR2,FR,S,-16.86897244,146.213943,4,ON,85054,17891,202210
ONMO_FR2S_P4_202310_42,16.28571429,0.952380952,73.04761905,0.80952381,8.142857143,0.761904762,2023-10-01T10:00:00+0000,2023,ONMO,ONMO,FR2,FR,S,-16.86897244,146.213943,4,ON,86607,17891,202310
ONMO_LA1D_P1_202110_42,14.57142857,0.095238095,74.04761905,8.19047619,2.80952381,0.285714286,2021-10-01T10:00:00+0000,2021,ONMO,ONMO,LA1,LA,D,-16.86897244,146.213943,1,ON,84302,17891,202110
ONMO_LA1D_P1_202210_42,19.71428571,0.047619048,70.0,4.666666667,5.285714286,0.285714286,2022-10-01T10:00:00+0000,2022,ONMO,ONMO,LA1,LA,D,-16.86897244,146.213943,1,ON,85055,17891,202210
ONMO_LA1D_P1_202310_42,16.0,0.048780488,74.29268293,5.756097561,3.658536585,0.243902439,2023-10-01T10:00:00+0000,2023,ONMO,ONMO,LA1,LA,D,-16.86897244,146.213943,1,ON,86608,17891,202310
ONMO_LA1D_P2_202110_42,4.523809524,0.047619048,84.28571429,7.285714286,3.285714286,0.571428571,2021-10-01T10:00:00+0000,2021,ONMO,ONMO,LA1,LA,D,-16.86897244,146.213943,2,ON,84303,17891,202110
ONMO_LA1D_P2_202210_42,3.761904762,0.0,81.57142857,7.476190476,6.80952381,0.380952381,2022-10-01T10:00:00+0000,2022,ONMO,ONMO,LA1,LA,D,-16.86897244,146.213943,2,ON,85056,17891,202210
ONMO_LA1D_P2_202310_42,4.666666667,0.0,84.9047619,5.238095238,4.952380952,0.238095238,2023-10-01T10:00:00+0000,2023,ONMO,ONMO,LA1,LA,D,-16.86897244,146.213943,2,ON,86609,17891,202310
ONMO_LA1D_P3_202110_42,5.365853659,0.097560976,78.3902439,12.34146341,3.56097561,0.243902439,2021-10-01T10:00:00+0000,2021,ONMO,ONMO,LA1,LA,D,-16.86897244,146.213943,3,ON,84304,17891,202110
ONMO_LA1D_P3_202210_42,6.195121951,0.048780488,80.48780488,8.926829268,3.951219512,0.390243902,2022-10-01T10:00:00+0000,2022,ONMO,ONMO,LA1,LA,D,-16.86897244,146.213943,3,ON,85057,17891,202210
ONMO_LA1D_P3_202310_42,6.476190476,0.047619048,80.14285714,9.952380952,3.19047619,0.19047619,2023-10-01T10:00:00+0000,2023,ONMO,ONMO,LA1,LA,D,-16.86897244,146.213943,3,ON,86610,17891,202310
ONMO_LA1D_P4_202110_42,6.619047619,0.095238095,80.71428571,10.19047619,1.714285714,0.666666667,2021-10-01T10:00:00+0000,2021,ONMO,ONMO,LA1,LA,D,-16.86897244,146.213943,4,ON,84305,17891,202110
ONMO_LA1D_P4_202210_42,6.0,0.142857143,77.14285714,13.0952381,3.0,0.619047619,2022-10-01T10:00:00+0000,2022,ONMO,ONMO,LA1,LA,D,-16.86897244,146.213943,4,ON,85058,17891,202210
ONMO_LA1D_P4_202310_42,7.095238095,0.19047619,80.42857143,7.142857143,4.666666667,0.476190476,2023-10-01T10:00:00+0000,2023,ONMO,ONMO,LA1,LA,D,-16.86897244,146.213943,4,ON,86611,17891,202310
ONMO_LA1S_P1_202110_42,18.0,0.363636364,69.75757576,4.242424242,7.575757576,0.060606061,2021-10-01T10:00:00+0000,2021,ONMO,ONMO,LA1,LA,S,-16.86897244,146.213943,1,ON,84306,17891,202110
ONMO_LA1S_P1_202210_42,19.84615385,0.307692308,70.1025641,2.0,7.641025641,0.102564103,2022-10-01T10:00:00+0000,2022,ONMO,ONMO,LA1,LA,S,-16.86897244,146.213943,1,ON,85059,17891,202210
ONMO_LA1S_P1_202310_42,24.47619048,0.095238095,60.28571429,2.714285714,12.28571429,0.142857143,2023-10-01T10:00:00+0000,2023,ONMO,ONMO,LA1,LA,S,-16.86897244,146.213943,1,ON,86612,17891,202310
ONMO_LA1S_P2_202110_42,9.609756098,0.292682927,81.31707317,2.926829268,5.658536585,0.195121951,2021-10-01T10:00:00+0000,2021,ONMO,ONMO,LA1,LA,S,-16.86897244,146.213943,2,ON,84307,17891,202110
ONMO_LA1S_P2_202210_42,11.85,0.2,78.5,1.5,7.9,0.05,2022-10-01T10:00:00+0000,2022,ONMO,ONMO,LA1,LA,S,-16.86897244,146.213943,2,ON,85060,17891,202210
ONMO_LA1S_P2_202310_42,10.14285714,0.19047619,81.19047619,0.761904762,7.19047619,0.523809524,2023-10-01T10:00:00+0000,2023,ONMO,ONMO,LA1,LA,S,-16.86897244,146.213943,2,ON,86613,17891,202310
