Site,Data_Source,ISO_Date,Year,Month,Day,Temperature
unitless,unitless,unitless,unitless,unitless,unitless,degrees Celsius (degC)
LTER2,LTER2,2011-04-23,2011,4,23,27.91
LTER2,LTER2,2011-04-24,2011,4,24,27.96
LTER2,LTER2,2011-04-25,2011,4,25,27.92
LTER2,LTER2,2011-04-26,2011,4,26,27.91
LTER2,LTER2,2011-04-27,2011,4,27,27.87
LTER2,LTER2,2011-04-28,2011,4,28,27.86
LTER2,LTER2,2011-04-29,2011,4,29,27.8
LTER2,LTER2,2011-04-30,2011,4,30,27.75
LTER2,LTER2,2011-05-01,2011,5,1,27.73
LTER2,LTER2,2011-05-02,2011,5,2,27.69
LTER2,LTER2,2011-05-03,2011,5,3,27.72
LTER2,LTER2,2011-05-04,2011,5,4,27.69
LTER2,LTER2,2011-05-05,2011,5,5,27.63
LTER2,LTER2,2011-05-06,2011,5,6,27.55
LTER2,LTER2,2011-05-07,2011,5,7,27.59
LTER2,LTER2,2011-05-08,2011,5,8,27.52
LTER2,LTER2,2011-05-09,2011,5,9,27.56
LTER2,LTER2,2011-05-10,2011,5,10,27.59
LTER2,LTER2,2011-05-11,2011,5,11,27.54
LTER2,LTER2,2011-05-12,2011,5,12,27.52
LTER2,LTER2,2011-05-13,2011,5,13,27.51
LTER2,LTER2,2011-05-14,2011,5,14,27.53
LTER2,LTER2,2011-05-15,2011,5,15,27.49
LTER2,LTER2,2011-05-16,2011,5,16,27.42
LTER2,LTER2,2011-05-17,2011,5,17,27.44
LTER2,LTER2,2011-05-18,2011,5,18,27.47
LTER2,LTER2,2011-05-19,2011,5,19,27.47
LTER2,LTER2,2011-05-20,2011,5,20,27.49
LTER2,LTER2,2011-05-21,2011,5,21,27.46
LTER2,LTER2,2011-05-22,2011,5,22,27.4
LTER2,LTER2,2011-05-23,2011,5,23,27.39
LTER2,LTER2,2011-05-24,2011,5,24,27.35
LTER2,LTER2,2011-05-25,2011,5,25,27.29
LTER2,LTER2,2011-05-26,2011,5,26,27.24
LTER2,LTER2,2011-05-27,2011,5,27,27.23
LTER2,LTER2,2011-05-28,2011,5,28,27.29
LTER2,LTER2,2011-05-29,2011,5,29,27.3
LTER2,LTER2,2011-05-30,2011,5,30,27.35
LTER2,LTER2,2011-05-31,2011,5,31,27.22
LTER2,LTER2,2011-06-01,2011,6,1,27.18
LTER2,LTER2,2011-06-02,2011,6,2,27.22
LTER2,LTER2,2011-06-03,2011,6,3,27.24
LTER2,LTER2,2011-06-04,2011,6,4,27.16
LTER2,LTER2,2011-06-05,2011,6,5,26.98
LTER2,LTER2,2011-06-06,2011,6,6,27.02
LTER2,LTER2,2011-06-07,2011,6,7,27.02
LTER2,LTER2,2011-06-08,2011,6,8,26.96
LTER2,LTER2,2011-06-09,2011,6,9,26.83
LTER2,LTER2,2011-06-10,2011,6,10,26.71
LTER2,LTER2,2011-06-11,2011,6,11,26.68
LTER2,LTER2,2011-06-12,2011,6,12,26.68
LTER2,LTER2,2011-06-13,2011,6,13,26.72
LTER2,LTER2,2011-06-14,2011,6,14,26.69
LTER2,LTER2,2011-06-15,2011,6,15,26.7
LTER2,LTER2,2011-06-16,2011,6,16,26.71
LTER2,LTER2,2011-06-17,2011,6,17,26.81
LTER2,LTER2,2011-06-18,2011,6,18,26.81
LTER2,LTER2,2011-06-19,2011,6,19,26.81
LTER2,LTER2,2011-06-20,2011,6,20,26.85
LTER2,LTER2,2011-06-21,2011,6,21,26.91
LTER2,LTER2,2011-06-22,2011,6,22,26.95
LTER2,LTER2,2011-06-23,2011,6,23,26.95
LTER2,LTER2,2011-06-24,2011,6,24,26.94
LTER2,LTER2,2011-06-25,2011,6,25,26.96
LTER2,LTER2,2011-06-26,2011,6,26,26.89
LTER2,LTER2,2011-06-27,2011,6,27,26.8
LTER2,LTER2,2011-06-28,2011,6,28,26.84
LTER2,LTER2,2011-06-29,2011,6,29,26.91
LTER2,LTER2,2011-06-30,2011,6,30,26.96
LTER2,LTER2,2011-07-01,2011,7,1,26.88
LTER2,LTER2,2011-07-02,2011,7,2,26.89
LTER2,LTER2,2011-07-03,2011,7,3,26.83
LTER2,LTER2,2011-07-04,2011,7,4,26.83
LTER2,LTER2,2011-07-05,2011,7,5,26.88
LTER2,LTER2,2011-07-06,2011,7,6,26.79
LTER2,LTER2,2011-07-07,2011,7,7,26.71
LTER2,LTER2,2011-07-08,2011,7,8,26.7
LTER2,LTER2,2011-07-09,2011,7,9,26.72
LTER2,LTER2,2011-07-10,2011,7,10,26.75
LTER2,LTER2,2011-07-11,2011,7,11,26.75
LTER2,LTER2,2011-07-12,2011,7,12,26.61
LTER2,LTER2,2011-07-13,2011,7,13,26.58
LTER2,LTER2,2011-07-14,2011,7,14,26.51
LTER2,LTER2,2011-07-15,2011,7,15,26.53
LTER2,LTER2,2011-07-16,2011,7,16,26.49
LTER2,LTER2,2011-07-17,2011,7,17,26.45
LTER2,LTER2,2011-07-18,2011,7,18,26.41
LTER2,LTER2,2011-07-19,2011,7,19,26.39
LTER2,LTER2,2011-07-20,2011,7,20,26.32
LTER2,LTER2,2011-07-21,2011,7,21,26.32
LTER2,LTER2,2011-07-22,2011,7,22,26.37
LTER2,LTER2,2011-07-23,2011,7,23,26.41
LTER2,LTER2,2011-07-24,2011,7,24,26.46
LTER2,LTER2,2011-07-25,2011,7,25,26.43
LTER2,LTER2,2011-07-26,2011,7,26,26.44
LTER2,LTER2,2011-07-27,2011,7,27,26.43
LTER2,LTER2,2011-07-28,2011,7,28,26.36
LTER2,LTER2,2011-07-29,2011,7,29,26.34
LTER2,LTER2,2011-07-30,2011,7,30,26.42
LTER2,LTER2,2011-07-31,2011,7,31,26.39
LTER2,LTER2,2011-08-01,2011,8,1,26.41
LTER2,LTER2,2011-08-02,2011,8,2,26.5
LTER2,LTER2,2011-08-03,2011,8,3,26.48
LTER2,LTER2,2011-08-04,2011,8,4,26.41
LTER2,LTER2,2011-08-05,2011,8,5,26.38
LTER2,LTER2,2011-08-06,2011,8,6,26.38
LTER2,LTER2,2011-08-07,2011,8,7,26.44
LTER2,LTER2,2011-08-08,2011,8,8,26.43
LTER2,LTER2,2011-08-09,2011,8,9,26.34
LTER2,LTER2,2011-08-10,2011,8,10,26.33
LTER2,LTER2,2011-08-11,2011,8,11,26.33
LTER2,LTER2,2011-08-12,2011,8,12,26.38
LTER2,LTER2,2011-08-13,2011,8,13,26.34
LTER2,LTER2,2011-08-14,2011,8,14,26.33
LTER2,LTER2,2011-08-15,2011,8,15,26.35
LTER2,LTER2,2011-08-16,2011,8,16,26.44
LTER2,LTER2,2011-08-17,2011,8,17,26.36
LTER2,LTER2,2011-08-18,2011,8,18,26.42
LTER2,LTER2,2011-08-19,2011,8,19,26.47
LTER2,LTER2,2011-08-20,2011,8,20,26.48
LTER2,LTER2,2011-08-21,2011,8,21,26.42
LTER2,LTER2,2011-08-22,2011,8,22,26.5
LTER2,LTER2,2011-08-23,2011,8,23,26.48
LTER2,LTER2,2011-08-24,2011,8,24,26.4
LTER2,LTER2,2011-08-25,2011,8,25,26.19
LTER2,LTER2,2011-08-26,2011,8,26,26.28
LTER2,LTER2,2011-08-27,2011,8,27,26.3
LTER2,LTER2,2011-08-28,2011,8,28,26.23
LTER2,LTER2,2011-08-29,2011,8,29,26.26
LTER2,LTER2,2011-08-30,2011,8,30,26.28
LTER2,LTER2,2011-08-31,2011,8,31,26.36
LTER2,LTER2,2011-09-01,2011,9,1,26.34
LTER2,LTER2,2011-09-02,2011,9,2,26.47
LTER2,LTER2,2011-09-03,2011,9,3,26.49
LTER2,LTER2,2011-09-04,2011,9,4,26.39
LTER2,LTER2,2011-09-05,2011,9,5,26.4
LTER2,LTER2,2011-09-06,2011,9,6,26.41
LTER2,LTER2,2011-09-07,2011,9,7,26.54
LTER2,LTER2,2011-09-08,2011,9,8,26.58
LTER2,LTER2,2011-09-09,2011,9,9,26.57
LTER2,LTER2,2011-09-10,2011,9,10,26.44
LTER2,LTER2,2011-09-11,2011,9,11,26.45
LTER2,LTER2,2011-09-12,2011,9,12,26.52
LTER2,LTER2,2011-09-13,2011,9,13,26.62
LTER2,LTER2,2011-09-14,2011,9,14,26.57
LTER2,LTER2,2011-09-15,2011,9,15,26.64
LTER2,LTER2,2011-09-16,2011,9,16,26.83
LTER2,LTER2,2011-09-17,2011,9,17,26.63
LTER2,LTER2,2011-09-18,2011,9,18,26.46
LTER2,LTER2,2011-09-19,2011,9,19,26.45
LTER2,LTER2,2011-09-20,2011,9,20,26.43
LTER2,LTER2,2011-09-21,2011,9,21,26.43
LTER2,LTER2,2011-09-22,2011,9,22,26.51
LTER2,LTER2,2011-09-23,2011,9,23,26.54
LTER2,LTER2,2011-09-24,2011,9,24,26.58
LTER2,LTER2,2011-09-25,2011,9,25,26.48
LTER2,LTER2,2011-09-26,2011,9,26,26.47
LTER2,LTER2,2011-09-27,2011,9,27,26.49
LTER2,LTER2,2011-09-28,2011,9,28,26.48
LTER2,LTER2,2011-09-29,2011,9,29,26.4
LTER2,LTER2,2011-09-30,2011,9,30,26.37
LTER2,LTER2,2011-10-01,2011,10,1,26.46
LTER2,LTER2,2011-10-02,2011,10,2,26.47
LTER2,LTER2,2011-10-03,2011,10,3,26.39
LTER2,LTER2,2011-10-04,2011,10,4,26.4
LTER2,LTER2,2011-10-05,2011,10,5,26.37
LTER2,LTER2,2011-10-06,2011,10,6,26.36
LTER2,LTER2,2011-10-07,2011,10,7,26.43
LTER2,LTER2,2011-10-08,2011,10,8,26.61
LTER2,LTER2,2011-10-09,2011,10,9,26.7
LTER2,LTER2,2011-10-10,2011,10,10,26.79
LTER2,LTER2,2011-10-11,2011,10,11,26.82
LTER2,LTER2,2011-10-12,2011,10,12,26.85
LTER2,LTER2,2011-10-13,2011,10,13,26.91
LTER2,LTER2,2011-10-14,2011,10,14,26.82
LTER2,LTER2,2011-10-15,2011,10,15,26.52
LTER2,LTER2,2011-10-16,2011,10,16,26.52
LTER2,LTER2,2011-10-17,2011,10,17,26.51
LTER2,LTER2,2011-10-18,2011,10,18,26.42
LTER2,LTER2,2011-10-19,2011,10,19,26.44
LTER2,LTER2,2011-10-20,2011,10,20,26.45
LTER2,LTER2,2011-10-21,2011,10,21,26.47
LTER2,LTER2,2011-10-22,2011,10,22,26.44
LTER2,LTER2,2011-10-23,2011,10,23,26.36
LTER2,LTER2,2011-10-24,2011,10,24,26.29
LTER2,LTER2,2011-10-25,2011,10,25,26.32
LTER2,LTER2,2011-10-26,2011,10,26,26.45
LTER2,LTER2,2011-10-27,2011,10,27,26.48
LTER2,LTER2,2011-10-28,2011,10,28,26.47
LTER2,LTER2,2011-10-29,2011,10,29,26.52
LTER2,LTER2,2011-10-30,2011,10,30,26.53
LTER2,LTER2,2011-10-31,2011,10,31,26.46
LTER2,LTER2,2011-11-01,2011,11,1,26.48
LTER2,LTER2,2011-11-02,2011,11,2,26.31
LTER2,LTER2,2011-11-03,2011,11,3,26.24
LTER2,LTER2,2011-11-04,2011,11,4,26.32
LTER2,LTER2,2011-11-05,2011,11,5,26.41
LTER2,LTER2,2011-11-06,2011,11,6,26.61
LTER2,LTER2,2011-11-07,2011,11,7,26.72
LTER2,LTER2,2011-11-08,2011,11,8,26.94
LTER2,LTER2,2011-11-09,2011,11,9,26.93
LTER2,LTER2,2011-11-10,2011,11,10,26.82
LTER2,LTER2,2011-11-11,2011,11,11,26.77
LTER2,LTER2,2011-11-12,2011,11,12,26.86
LTER2,LTER2,2011-11-13,2011,11,13,26.74
LTER2,LTER2,2011-11-14,2011,11,14,26.96
LTER2,LTER2,2011-11-15,2011,11,15,26.94
LTER2,LTER2,2011-11-16,2011,11,16,27.02
LTER2,LTER2,2011-11-17,2011,11,17,27.11
LTER2,LTER2,2011-11-18,2011,11,18,27.18
LTER2,LTER2,2011-11-19,2011,11,19,27.44
LTER2,LTER2,2011-11-20,2011,11,20,27.49
LTER2,LTER2,2011-11-21,2011,11,21,27.58
LTER2,LTER2,2011-11-22,2011,11,22,27.64
LTER2,LTER2,2011-11-23,2011,11,23,27.5
LTER2,LTER2,2011-11-24,2011,11,24,27.27
LTER2,LTER2,2011-11-25,2011,11,25,27.27
LTER2,LTER2,2011-11-26,2011,11,26,27.31
LTER2,LTER2,2011-11-27,2011,11,27,27.3
LTER2,LTER2,2011-11-28,2011,11,28,27.34
LTER2,LTER2,2011-11-29,2011,11,29,27.29
LTER2,LTER2,2011-11-30,2011,11,30,27.26
LTER2,LTER2,2011-12-01,2011,12,1,27.23
LTER2,LTER2,2011-12-02,2011,12,2,27.27
LTER2,LTER2,2011-12-03,2011,12,3,27.3
LTER2,LTER2,2011-12-04,2011,12,4,27.35
LTER2,LTER2,2011-12-05,2011,12,5,27.39
LTER2,LTER2,2011-12-06,2011,12,6,27.47
LTER2,LTER2,2011-12-07,2011,12,7,27.64
LTER2,LTER2,2011-12-08,2011,12,8,27.5
LTER2,LTER2,2011-12-09,2011,12,9,27.42
LTER2,LTER2,2011-12-10,2011,12,10,27.51
LTER2,LTER2,2011-12-11,2011,12,11,27.56
LTER2,LTER2,2011-12-12,2011,12,12,27.83
LTER2,LTER2,2011-12-13,2011,12,13,27.85
LTER2,LTER2,2011-12-14,2011,12,14,27.97
LTER2,LTER2,2011-12-15,2011,12,15,27.98
LTER2,LTER2,2011-12-16,2011,12,16,28.02
LTER2,LTER2,2011-12-17,2011,12,17,28.05
LTER2,LTER2,2011-12-18,2011,12,18,28.12
LTER2,LTER2,2011-12-19,2011,12,19,28.18
LTER2,LTER2,2011-12-20,2011,12,20,28.07
LTER2,LTER2,2011-12-21,2011,12,21,27.84
LTER2,LTER2,2011-12-22,2011,12,22,27.71
LTER2,LTER2,2011-12-23,2011,12,23,27.79
LTER2,LTER2,2011-12-24,2011,12,24,27.81
LTER2,LTER2,2011-12-25,2011,12,25,27.79
LTER2,LTER2,2011-12-26,2011,12,26,27.86
LTER2,LTER2,2011-12-27,2011,12,27,27.96
LTER2,LTER2,2011-12-28,2011,12,28,27.95
LTER2,LTER2,2011-12-29,2011,12,29,27.85
LTER2,LTER2,2011-12-30,2011,12,30,27.79
LTER2,LTER2,2011-12-31,2011,12,31,27.72
LTER2,LTER2,2012-01-01,2012,1,1,27.75
LTER2,LTER2,2012-01-02,2012,1,2,27.94
LTER2,LTER2,2012-01-03,2012,1,3,28.09
LTER2,LTER2,2012-01-04,2012,1,4,28.27
LTER2,LTER2,2012-01-05,2012,1,5,27.91
LTER2,LTER2,2012-01-06,2012,1,6,27.87
LTER2,LTER2,2012-01-07,2012,1,7,27.63
LTER2,LTER2,2012-01-08,2012,1,8,27.54
LTER2,LTER2,2012-01-09,2012,1,9,27.3
LTER2,LTER2,2012-01-10,2012,1,10,27.16
LTER2,LTER2,2012-01-11,2012,1,11,27.15
LTER2,LTER2,2012-01-12,2012,1,12,27.21
LTER2,LTER2,2012-01-13,2012,1,13,27.4
LTER2,LTER2,2012-01-14,2012,1,14,27.45
LTER2,LTER2,2012-01-15,2012,1,15,27.46
LTER2,LTER2,2012-01-16,2012,1,16,27.52
LTER2,LTER2,2012-01-17,2012,1,17,27.63
LTER2,LTER2,2012-01-18,2012,1,18,27.54
LTER2,LTER2,2012-01-19,2012,1,19,27.6
LTER2,LTER2,2012-01-20,2012,1,20,27.69
LTER2,LTER2,2012-01-21,2012,1,21,27.66
LTER2,LTER2,2012-01-22,2012,1,22,27.7
LTER2,LTER2,2012-01-23,2012,1,23,27.7
LTER2,LTER2,2012-01-24,2012,1,24,28.01
LTER2,LTER2,2012-01-25,2012,1,25,28.03
LTER2,LTER2,2012-01-26,2012,1,26,28.12
LTER2,LTER2,2012-01-27,2012,1,27,28.5
LTER2,LTER2,2012-01-28,2012,1,28,28.34
LTER2,LTER2,2012-01-29,2012,1,29,28.2
LTER2,LTER2,2012-01-30,2012,1,30,28.26
LTER2,LTER2,2012-01-31,2012,1,31,28.06
LTER2,LTER2,2012-02-01,2012,2,1,27.97
LTER2,LTER2,2012-02-02,2012,2,2,27.9
LTER2,LTER2,2012-02-03,2012,2,3,27.91
LTER2,LTER2,2012-02-04,2012,2,4,27.68
LTER2,LTER2,2012-02-05,2012,2,5,27.77
LTER2,LTER2,2012-02-06,2012,2,6,27.85
LTER2,LTER2,2012-02-07,2012,2,7,27.89
LTER2,LTER2,2012-02-08,2012,2,8,28.46
LTER2,LTER2,2012-02-09,2012,2,9,28.12
LTER2,LTER2,2012-02-10,2012,2,10,28.15
LTER2,LTER2,2012-02-11,2012,2,11,28.25
LTER2,LTER2,2012-02-12,2012,2,12,28.29
LTER2,LTER2,2012-02-13,2012,2,13,28.31
LTER2,LTER2,2012-02-14,2012,2,14,28.43
LTER2,LTER2,2012-02-15,2012,2,15,28.43
LTER2,LTER2,2012-02-16,2012,2,16,28.58
LTER2,LTER2,2012-02-17,2012,2,17,28.33
LTER2,LTER2,2012-02-18,2012,2,18,28.53
LTER2,LTER2,2012-02-19,2012,2,19,28.86
LTER2,LTER2,2012-02-20,2012,2,20,28.93
LTER2,LTER2,2012-02-21,2012,2,21,28.97
LTER2,LTER2,2012-02-22,2012,2,22,29.2
LTER2,LTER2,2012-02-23,2012,2,23,29.14
LTER2,LTER2,2012-02-24,2012,2,24,29.07
LTER2,LTER2,2012-02-25,2012,2,25,29.1
LTER2,LTER2,2012-02-26,2012,2,26,29
LTER2,LTER2,2012-02-27,2012,2,27,29.13
LTER2,LTER2,2012-02-28,2012,2,28,29.07
LTER2,LTER2,2012-02-29,2012,2,29,29.02
LTER2,LTER2,2012-03-01,2012,3,1,29.02
LTER2,LTER2,2012-03-02,2012,3,2,29.25
LTER2,LTER2,2012-03-03,2012,3,3,29.25
LTER2,LTER2,2012-03-04,2012,3,4,29.29
LTER2,LTER2,2012-03-05,2012,3,5,29.33
LTER2,LTER2,2012-03-06,2012,3,6,29.37
LTER2,LTER2,2012-03-07,2012,3,7,29.29
LTER2,LTER2,2012-03-08,2012,3,8,29.39
LTER2,LTER2,2012-03-09,2012,3,9,29.44
LTER2,LTER2,2012-03-10,2012,3,10,29.43
LTER2,LTER2,2012-03-11,2012,3,11,29.28
LTER2,LTER2,2012-03-12,2012,3,12,29.24
LTER2,LTER2,2012-03-13,2012,3,13,29.14
LTER2,LTER2,2012-03-14,2012,3,14,28.98
LTER2,LTER2,2012-03-15,2012,3,15,28.84
LTER2,LTER2,2012-03-16,2012,3,16,28.81
LTER2,LTER2,2012-03-17,2012,3,17,28.79
LTER2,LTER2,2012-03-18,2012,3,18,28.68
LTER2,LTER2,2012-03-19,2012,3,19,28.57
LTER2,LTER2,2012-03-20,2012,3,20,28.56
LTER2,LTER2,2012-03-21,2012,3,21,28.66
LTER2,LTER2,2012-03-22,2012,3,22,28.57
LTER2,LTER2,2012-03-23,2012,3,23,28.7
LTER2,LTER2,2012-03-24,2012,3,24,28.78
LTER2,LTER2,2012-03-25,2012,3,25,28.85
LTER2,LTER2,2012-03-26,2012,3,26,28.91
LTER2,LTER2,2012-03-27,2012,3,27,28.95
LTER2,LTER2,2012-03-28,2012,3,28,28.87
LTER2,LTER2,2012-03-29,2012,3,29,28.85
LTER2,LTER2,2012-03-30,2012,3,30,28.96
LTER2,LTER2,2012-03-31,2012,3,31,28.91
LTER2,LTER2,2012-04-01,2012,4,1,28.97
LTER2,LTER2,2012-04-02,2012,4,2,28.96
LTER2,LTER2,2012-04-03,2012,4,3,28.78
LTER2,LTER2,2012-04-04,2012,4,4,28.73
LTER2,LTER2,2012-04-05,2012,4,5,28.78
LTER2,LTER2,2012-04-06,2012,4,6,28.98
LTER2,LTER2,2012-04-07,2012,4,7,29
LTER2,LTER2,2012-04-08,2012,4,8,28.91
LTER2,LTER2,2012-04-09,2012,4,9,28.94
LTER2,LTER2,2012-04-10,2012,4,10,29.06
LTER2,LTER2,2012-04-11,2012,4,11,29.12
LTER2,LTER2,2012-04-12,2012,4,12,28.9
LTER2,LTER2,2012-04-13,2012,4,13,28.86
LTER2,LTER2,2012-04-14,2012,4,14,28.9
LTER2,LTER2,2012-04-15,2012,4,15,28.92
LTER2,LTER2,2012-04-16,2012,4,16,28.93
LTER2,LTER2,2012-04-17,2012,4,17,29.04
LTER2,LTER2,2012-04-18,2012,4,18,28.99
LTER2,LTER2,2012-04-19,2012,4,19,29
LTER2,LTER2,2012-04-20,2012,4,20,28.96
LTER2,LTER2,2012-04-21,2012,4,21,28.94
LTER2,LTER2,2012-04-22,2012,4,22,28.98
LTER2,LTER2,2012-04-23,2012,4,23,28.99
LTER2,LTER2,2012-04-24,2012,4,24,28.99
LTER2,LTER2,2012-04-25,2012,4,25,29.01
LTER2,LTER2,2012-04-26,2012,4,26,28.91
LTER2,LTER2,2012-04-27,2012,4,27,28.74
LTER2,LTER2,2012-04-28,2012,4,28,28.55
LTER2,LTER2,2012-04-29,2012,4,29,28.29
LTER2,LTER2,2012-04-30,2012,4,30,28.21
LTER2,LTER2,2012-05-01,2012,5,1,28.3
LTER2,LTER2,2012-05-02,2012,5,2,28.22
LTER2,LTER2,2012-05-03,2012,5,3,28.21
LTER2,LTER2,2012-05-04,2012,5,4,28.22
LTER2,LTER2,2012-05-05,2012,5,5,28.33
LTER2,LTER2,2012-05-06,2012,5,6,28.4
LTER2,LTER2,2012-05-07,2012,5,7,28.41
LTER2,LTER2,2012-05-08,2012,5,8,28.39
LTER2,LTER2,2012-05-09,2012,5,9,28.32
LTER2,LTER2,2012-05-10,2012,5,10,28.22
LTER2,LTER2,2012-05-11,2012,5,11,28.09
LTER2,LTER2,2012-05-12,2012,5,12,28.1
LTER2,LTER2,2012-05-13,2012,5,13,28.22
LTER2,LTER2,2012-05-14,2012,5,14,28.38
LTER2,LTER2,2012-05-15,2012,5,15,28.3
LTER2,LTER2,2012-05-16,2012,5,16,28.18
LTER2,LTER2,2012-05-17,2012,5,17,28.14
LTER2,LTER2,2012-05-18,2012,5,18,28.04
LTER2,LTER2,2012-05-19,2012,5,19,27.94
LTER2,LTER2,2012-05-20,2012,5,20,27.97
LTER2,LTER2,2012-05-21,2012,5,21,28.09
LTER2,LTER2,2012-05-22,2012,5,22,28.14
LTER2,LTER2,2012-05-23,2012,5,23,28.14
LTER2,LTER2,2012-05-24,2012,5,24,28.13
LTER2,LTER2,2012-05-25,2012,5,25,27.98
LTER2,LTER2,2012-05-26,2012,5,26,27.85
LTER2,LTER2,2012-05-27,2012,5,27,27.79
LTER2,LTER2,2012-05-28,2012,5,28,27.88
LTER2,LTER2,2012-05-29,2012,5,29,27.89
LTER2,LTER2,2012-05-30,2012,5,30,27.91
LTER2,LTER2,2012-05-31,2012,5,31,27.94
LTER2,LTER2,2012-06-01,2012,6,1,27.98
LTER2,LTER2,2012-06-02,2012,6,2,27.91
LTER2,LTER2,2012-06-03,2012,6,3,27.88
LTER2,LTER2,2012-06-04,2012,6,4,27.88
LTER2,LTER2,2012-06-05,2012,6,5,27.89
LTER2,LTER2,2012-06-06,2012,6,6,27.78
LTER2,LTER2,2012-06-07,2012,6,7,27.56
LTER2,LTER2,2012-06-08,2012,6,8,27.54
LTER2,LTER2,2012-06-09,2012,6,9,27.57
LTER2,LTER2,2012-06-10,2012,6,10,27.56
LTER2,LTER2,2012-06-11,2012,6,11,27.54
LTER2,LTER2,2012-06-12,2012,6,12,27.71
LTER2,LTER2,2012-06-13,2012,6,13,27.79
LTER2,LTER2,2012-06-14,2012,6,14,27.76
LTER2,LTER2,2012-06-15,2012,6,15,27.66
LTER2,LTER2,2012-06-16,2012,6,16,27.62
LTER2,LTER2,2012-06-17,2012,6,17,27.66
LTER2,LTER2,2012-06-18,2012,6,18,27.6
LTER2,LTER2,2012-06-19,2012,6,19,27.58
LTER2,LTER2,2012-06-20,2012,6,20,27.54
LTER2,LTER2,2012-06-21,2012,6,21,27.37
LTER2,LTER2,2012-06-22,2012,6,22,27.34
LTER2,LTER2,2012-06-23,2012,6,23,27.34
LTER2,LTER2,2012-06-24,2012,6,24,27.33
LTER2,LTER2,2012-06-25,2012,6,25,27.34
LTER2,LTER2,2012-06-26,2012,6,26,27.22
LTER2,LTER2,2012-06-27,2012,6,27,27.26
LTER2,LTER2,2012-06-28,2012,6,28,27.11
LTER2,LTER2,2012-06-29,2012,6,29,27.04
LTER2,LTER2,2012-06-30,2012,6,30,27.03
LTER2,LTER2,2012-07-01,2012,7,1,27.01
LTER2,LTER2,2012-07-02,2012,7,2,26.95
LTER2,LTER2,2012-07-03,2012,7,3,26.99
LTER2,LTER2,2012-07-04,2012,7,4,26.98
LTER2,LTER2,2012-07-05,2012,7,5,26.99
LTER2,LTER2,2012-07-06,2012,7,6,27.06
LTER2,LTER2,2012-07-07,2012,7,7,27.15
LTER2,LTER2,2012-07-08,2012,7,8,27.2
LTER2,LTER2,2012-07-09,2012,7,9,27.19
LTER2,LTER2,2012-07-10,2012,7,10,27.13
LTER2,LTER2,2012-07-11,2012,7,11,26.92
LTER2,LTER2,2012-07-12,2012,7,12,27.03
LTER2,LTER2,2012-07-13,2012,7,13,26.95
LTER2,LTER2,2012-07-14,2012,7,14,26.86
LTER2,LTER2,2012-07-15,2012,7,15,26.74
LTER2,LTER2,2012-07-16,2012,7,16,26.71
LTER2,LTER2,2012-07-17,2012,7,17,26.75
LTER2,LTER2,2012-07-18,2012,7,18,26.79
LTER2,LTER2,2012-07-19,2012,7,19,26.91
LTER2,LTER2,2012-07-20,2012,7,20,26.88
LTER2,LTER2,2012-07-21,2012,7,21,26.9
LTER2,LTER2,2012-07-22,2012,7,22,26.96
LTER2,LTER2,2012-07-23,2012,7,23,26.72
LTER2,LTER2,2012-07-24,2012,7,24,26.62
LTER2,LTER2,2012-07-25,2012,7,25,26.66
LTER2,LTER2,2012-07-26,2012,7,26,26.61
LTER2,LTER2,2012-07-27,2012,7,27,26.54
LTER2,LTER2,2012-07-28,2012,7,28,26.63
LTER2,LTER2,2012-07-29,2012,7,29,26.67
LTER2,LTER2,2012-07-30,2012,7,30,26.66
LTER2,LTER2,2012-07-31,2012,7,31,26.66
LTER2,LTER2,2012-08-01,2012,8,1,26.63
LTER2,LTER2,2012-08-02,2012,8,2,26.61
LTER2,LTER2,2012-08-03,2012,8,3,26.55
LTER2,LTER2,2012-08-04,2012,8,4,26.54
LTER2,LTER2,2012-08-05,2012,8,5,26.5
LTER2,LTER2,2012-08-06,2012,8,6,26.45
LTER2,LTER2,2012-08-07,2012,8,7,26.51
LTER2,LTER2,2012-08-08,2012,8,8,26.47
LTER2,LTER2,2012-08-09,2012,8,9,26.4
LTER2,LTER2,2012-08-10,2012,8,10,26.37
LTER2,LTER2,2012-08-11,2012,8,11,26.33
LTER2,LTER2,2012-08-12,2012,8,12,26.29
LTER2,LTER2,2012-08-13,2012,8,13,26.27
LTER2,LTER2,2012-08-14,2012,8,14,26.31
LTER2,LTER2,2012-08-15,2012,8,15,26.27
LTER2,LTER2,2012-08-16,2012,8,16,26.22
LTER2,LTER2,2012-08-17,2012,8,17,26.2
LTER2,LTER2,2012-08-18,2012,8,18,26.21
LTER2,LTER2,2012-08-19,2012,8,19,26.25
LTER2,LTER2,2012-08-20,2012,8,20,26.21
LTER2,LTER2,2012-08-21,2012,8,21,26.18
LTER2,LTER2,2012-08-22,2012,8,22,26.26
LTER2,LTER2,2012-08-23,2012,8,23,26.44
LTER2,LTER2,2012-08-24,2012,8,24,26.63
LTER2,LTER2,2012-08-25,2012,8,25,26.53
LTER2,LTER2,2012-08-26,2012,8,26,26.45
LTER2,LTER2,2012-08-27,2012,8,27,26.48
LTER2,LTER2,2012-08-28,2012,8,28,26.49
LTER2,LTER2,2012-08-29,2012,8,29,26.27
LTER2,LTER2,2012-08-30,2012,8,30,26.28
LTER2,LTER2,2012-08-31,2012,8,31,26.33
